,Date,Open,High,Low,Close,Volume,Change
0,2020-07-23,20033,24214,17153,17178,9191805,
1,2020-07-24,16026,16251,14473,14574,1711661,-0.15158924205378976
2,2020-07-27,14323,15275,14273,14374,753053,-0.013723068478111666
3,2020-07-28,14549,14899,14023,14223,407958,-0.010505078614164498
4,2020-07-29,14523,15375,14273,14724,788169,0.03522463615271043
5,2020-07-30,15200,15200,14574,14724,349818,0.0
6,2020-07-31,14724,15074,14423,14499,303259,-0.015281173594132058
7,2020-08-03,14448,14599,14098,14098,240135,-0.027657079798606765
8,2020-08-04,14148,14398,14023,14023,167148,-0.005319903532415959
9,2020-08-05,14323,15250,14248,14449,846589,0.030378663624046176
10,2020-08-06,14599,15250,14574,14724,425455,0.019032458993702095
11,2020-08-07,14749,15575,14523,15200,515773,0.032328171692474816
12,2020-08-10,15375,16502,15300,16452,877456,0.08236842105263165
13,2020-08-11,16727,19181,16502,18155,2010102,0.10351325066861161
14,2020-08-12,18180,18205,16577,16853,629374,-0.07171578077664553
15,2020-08-13,17003,17028,15826,15826,539077,-0.06093870527502521
16,2020-08-14,15826,16727,15776,16026,277427,0.012637432073802524
17,2020-08-18,15876,15876,14599,14699,264780,-0.0828029452140272
18,2020-08-19,14724,15425,14724,15075,125391,0.0255799714266276
19,2020-08-20,15074,15074,14023,14299,223772,-0.05147595356550583
20,2020-08-21,14523,15124,14423,14749,156256,0.0314707322190364
21,2020-08-24,15024,15600,14523,15400,228558,0.044138585666824826
22,2020-08-25,15525,15876,15175,15225,242268,-0.011363636363636354
23,2020-08-26,15225,15375,14849,14950,183814,-0.01806239737274218
24,2020-08-27,14949,15776,14774,15626,295953,0.045217391304347876
25,2020-08-28,15926,15926,15300,15300,193033,-0.020862664789453422
26,2020-08-31,15500,15625,15024,15175,160642,-0.008169934640522847
27,2020-09-01,15400,15625,15175,15200,179689,0.0016474464579900872
28,2020-09-02,15325,15801,15175,15776,320013,0.0378947368421052
29,2020-09-03,15951,16201,15625,16026,289757,0.01584685598377278
30,2020-09-04,15124,16752,15099,16678,618324,0.040683888680893565
31,2020-09-07,17053,18004,16677,16778,969388,0.005995922772514595
32,2020-09-08,16727,18129,16402,17804,1153687,0.061151507927047266
33,2020-09-09,17528,18104,17203,17779,412023,-0.0014041788362165741
34,2020-09-10,18154,19532,17579,18055,1502051,0.015523932729624823
35,2020-09-11,18029,18029,16802,17103,840285,-0.05272777623926894
36,2020-09-14,17028,17503,17003,17053,222207,-0.0029234637198152225
37,2020-09-15,17078,17103,16427,16728,280788,-0.019058230223421124
38,2020-09-16,16727,17103,16402,16903,285179,0.010461501673840301
39,2020-09-17,16802,16827,16351,16377,156360,-0.031118736318996643
40,2020-09-18,16452,16777,16351,16577,111845,0.012212248885632215
41,2020-09-21,16527,16777,15600,15701,224157,-0.05284430234662485
42,2020-09-22,15725,17228,15475,16352,496749,0.04146232724030319
43,2020-09-23,16427,16602,15575,15801,140364,-0.03369618395303331
44,2020-09-24,15375,15375,14774,14824,311998,-0.06183152965002214
45,2020-09-25,14824,14999,14649,14900,118085,0.005126821370750045
46,2020-09-28,15175,16978,14974,15551,611407,0.04369127516778515
47,2020-09-29,15876,16326,15525,15876,233189,0.020898977557713305
48,2020-10-05,16051,17078,16051,16703,619434,0.05209120685311164
49,2020-10-06,16677,16927,16427,16703,204087,0.0
50,2020-10-07,16577,16827,16502,16728,145941,0.0014967371130933937
51,2020-10-08,16827,18505,16727,18030,2531260,0.07783357245337164
52,2020-10-12,18230,19056,17779,18931,1185722,0.0499722684414865
53,2020-10-13,19181,20033,18555,18556,1302158,-0.019808779250964026
54,2020-10-14,19407,20984,19131,19733,1901761,0.0634296184522527
55,2020-10-15,19682,19982,18931,19833,759563,0.005067653169817055
56,2020-10-16,20083,20133,18755,18981,493914,-0.042958705188322455
57,2020-10-19,18780,18881,17579,17729,474921,-0.06596069753964495
58,2020-10-20,17428,18305,17428,18280,312855,0.031079023069547018
59,2020-10-21,18730,18730,17929,18105,179489,-0.0095733041575492
60,2020-10-22,18004,18180,17278,17279,276201,-0.04562275614471145
61,2020-10-23,17378,17403,16652,16652,326538,-0.03628682215405987
62,2020-10-26,16652,16827,15801,15876,319907,-0.04660100888782126
63,2020-10-27,15700,16777,15550,16577,264734,0.04415469891660373
64,2020-10-28,16677,17228,16652,17078,149986,0.03022259757495327
65,2020-10-29,16627,17503,16502,17379,219913,0.017625014638716463
66,2020-10-30,17153,17453,16902,17003,146176,-0.021635306979688185
67,2020-11-02,17003,17328,16777,17228,92589,0.013232958889607627
68,2020-11-03,17278,17528,17128,17228,145913,0.0
69,2020-11-04,17303,17378,16927,17053,137493,-0.010157882516833028
70,2020-11-05,17003,18680,17003,18305,545377,0.07341816689145597
71,2020-11-06,18755,19081,17904,18355,410617,0.0027314941272875704
72,2020-11-09,18380,18530,17954,18205,208711,-0.008172160174339416
73,2020-11-10,18054,18079,17503,18080,147390,-0.006866245536940374
74,2020-11-11,17904,18129,17629,17729,135490,-0.019413716814159265
75,2020-11-12,17679,17979,17428,17529,110955,-0.011280952112358245
76,2020-11-13,17679,18205,17528,17980,227556,0.025728792287067037
77,2020-11-16,18054,18255,17604,17679,149521,-0.016740823136818683
78,2020-11-17,17679,17929,17428,17454,112037,-0.012726964194807344
79,2020-11-18,17604,17654,17378,17504,98298,0.002864672854359984
80,2020-11-19,17503,17804,17228,17504,121042,0.0
81,2020-11-20,17679,17879,17579,17629,101289,0.0071412248628883734
82,2020-11-23,17779,17779,17303,17354,114674,-0.015599296613534541
83,2020-11-24,17478,17579,17328,17379,89173,0.001440590065690861
84,2020-11-25,17428,17528,17028,17228,136870,-0.008688647217906631
85,2020-11-26,17478,18004,17353,17479,273448,0.014569305781286346
86,2020-11-27,17654,17754,17353,17479,154586,0.0
87,2020-11-30,17579,17629,17253,17604,139863,0.007151438869500648
88,2020-12-01,17579,17654,17503,17629,70466,0.0014201317882298614
89,2020-12-02,17654,17654,17378,17454,98389,-0.00992682511770382
90,2020-12-03,17453,17453,16978,17053,164724,-0.022974676291967477
91,2020-12-04,16927,16952,16527,16678,207597,-0.021990265642408913
92,2020-12-07,16677,16927,16351,16853,152562,0.010492864851900707
93,2020-12-08,16852,17078,16377,16703,81681,-0.008900492493918
94,2020-12-09,16777,17053,16702,16978,82384,0.016464108244027997
95,2020-12-10,17028,17503,17003,17404,216756,0.025091294616562676
96,2020-12-11,17353,17503,17228,17379,77053,-0.001436451390484983
97,2020-12-14,17378,17854,17303,17429,187838,0.002877035502618197
98,2020-12-15,17729,17729,17303,17454,87997,0.0014343909575993408
99,2020-12-16,17604,17604,17253,17279,88092,-0.010026354990260167
100,2020-12-17,17278,17278,16877,16878,94398,-0.023207361537125992
101,2020-12-18,17078,17428,16978,17279,83005,0.02375873918710747
